quarter_cad_number,wall_material_code,year_build,floor,area,period_start_date,deal_price,price_per_sqm
78:10:0005210,Кирпичные;Монолитные,2012,8,38.3,2025-07-01,12290000.0,320887.72845953004
78:10:0005210,Из мелких бетонных блоков;Монолитные,2012,15,100.5,2025-07-01,3500000.0,34825.87064676617
78:10:0005210,Из мелких бетонных блоков;Монолитные,2012,17,62.7,2025-07-01,19000000.0,303030.30303030304
78:10:0005210,Из мелких бетонных блоков;Монолитные,2012,2,56.7,2025-07-01,17000000.0,299823.6331569665
78:10:0005210,Кирпичные,2005,17,50.0,2025-07-01,12900000.0,258000.0
78:10:0005210,Кирпичные,2005,3,89.6,2025-07-01,23000000.0,256696.42857142858
78:10:0005210,Кирпичные,2005,4,83.7,2025-07-01,17600000.0,210274.7909199522
78:10:0005210,Кирпичные,2005,5,42.0,2025-07-01,12900000.0,307142.85714285716
78:10:0005210,Кирпичные,2005,8,60.4,2025-07-01,14000000.0,231788.0794701987
78:10:0005210,Кирпичные,2000,12,68.8,2025-07-01,16500000.0,239825.58139534885
78:10:0005210,Кирпичные;Монолитные,2007,14,74.6,2025-07-01,17550000.0,235254.69168900806
78:10:0005210,Кирпичные;Монолитные,2007,5,69.5,2025-07-01,15100000.0,217266.1870503597
78:10:0005210,Монолитные,2007,20,47.4,2025-07-01,12000000.0,253164.55696202532
78:10:0005210,Смешанные,2018,2,38.7,2025-07-01,8765473.16,226498.01447028422
78:10:0005210,Смешанные,2018,3,30.2,2025-07-01,8500000.0,281456.9536423841
78:10:0005210,Смешанные,2018,7,40.4,2025-07-01,12000000.0,297029.702970297
78:10:0005211,Кирпичные,1958,2,29.6,2025-07-01,6350000.0,214527.027027027
78:10:0005211,Кирпичные,1959,3,52.2,2025-07-01,7800000.0,149425.28735632185
78:10:0005211,Крупнопанельные,1968,1,65.8,2025-07-01,8300000.0,126139.81762917934
78:10:0005211,Крупнопанельные,1968,2,166.2,2025-07-01,17260000.0,103850.78219013238
78:10:0005211,Крупнопанельные,1968,3,31.2,2025-07-01,5950000.0,190705.12820512822
78:10:0005211,Крупнопанельные,1968,4,46.0,2025-07-01,8700000.0,189130.4347826087
78:10:0005211,Крупнопанельные,1968,5,59.2,2025-07-01,200000.0,3378.3783783783783
78:10:0005211,Крупнопанельные,1968,6,50.8,2025-07-01,8500000.0,167322.8346456693
78:10:0005211,Крупнопанельные,1968,8,74.5,2025-07-01,1900000.0,25503.355704697988
78:10:0005211,Крупнопанельные,1968,9,50.3,2025-07-01,7762000.0,154314.11530815111
78:10:0005211,Крупнопанельные,2000,5,44.9,2025-07-01,8500000.0,189309.57683741648
78:10:0005211,Кирпичные;Крупнопанельные;Каркасно-панельные,1970,3,30.5,2025-07-01,7650000.0,250819.67213114753
78:10:0005211,Кирпичные;Крупнопанельные;Каркасно-панельные,1970,4,81.2,2025-07-01,14000000.0,172413.79310344826
78:10:0005211,Крупнопанельные,1967,2,41.8,2025-07-01,6800000.0,162679.4258373206
78:10:0005211,Кирпичные;Монолитные,2010,19,56.2,2025-07-01,14700000.0,261565.83629893238
78:10:0005211,Крупнопанельные,1967,5,56.0,2025-07-01,9000000.0,160714.2857142857
78:10:0005211,Крупнопанельные,1968,5,46.0,2025-07-01,8100000.0,176086.95652173914
78:10:0005211,Крупнопанельные,1969,2,59.4,2025-07-01,9950000.0,167508.4175084175
78:10:0005211,Кирпичные,1969,6,35.3,2025-07-01,6850000.0,194050.99150141646
78:10:0005211,Кирпичные,1973,3,54.4,2025-07-01,10400000.0,191176.4705882353
78:10:0005211,Кирпичные,1973,7,35.6,2025-07-01,6209053.0,174411.6011235955
78:10:0005211,Кирпичные,1973,8,55.3,2025-07-01,10000000.0,180831.82640144665
78:10:0005211,Кирпичные,1973,9,37.3,2025-07-01,7250000.0,194369.97319034854
78:10:0005211,Крупнопанельные,1967,5,45.8,2025-07-01,6400000.0,139737.99126637555
78:10:0005211,Крупнопанельные,1972,1,65.6,2025-07-01,8200000.0,125000.00000000001
78:10:0005211,Крупнопанельные,1972,5,50.1,2025-07-01,2100000.0,41916.167664670655
78:10:0005211,Монолитные,2008,11,39.2,2025-07-01,9270000.0,236479.59183673467
78:10:0005211,Монолитные,2008,14,64.1,2025-07-01,16100000.0,251170.0468018721
78:10:0005212,Кирпичные,1972,3,35.6,2025-07-01,7400000.0,207865.16853932582
78:10:0005212,Крупнопанельные,1967,4,119.7,2025-07-01,19750000.0,164995.82289055974
78:10:0005212,Крупнопанельные,1967,5,30.8,2025-07-01,5650000.0,183441.55844155845
78:10:0005212,Крупнопанельные,1968,2,50.3,2025-07-01,5700000.0,113320.07952286283
78:10:0005212,Крупнопанельные,1968,4,54.2,2025-07-01,8700000.0,160516.60516605165
78:10:0005212,Крупнопанельные,1968,9,74.3,2025-07-01,11250000.0,151413.18977119785
78:10:0005212,Крупнопанельные,1969,7,44.5,2025-07-01,7400000.0,166292.1348314607
78:10:0005212,Крупнопанельные,1971,5,30.1,2025-07-01,5970000.0,198338.87043189368
78:10:0005212,Крупнопанельные,1971,7,31.1,2025-07-01,6400000.0,205787.7813504823
78:10:0005212,Монолитные,2006,13,38.9,2025-07-01,9250000.0,237789.2030848329
78:10:0005212,Монолитные,2006,4,32.2,2025-07-01,6800000.0,211180.12422360247
78:10:0005212,Монолитные,2006,8,32.3,2025-07-01,7750000.0,239938.08049535606
78:10:0005212,Монолитные,2008,10,35.0,2025-07-01,7500000.0,214285.7142857143
78:10:0005212,Крупнопанельные,1967,1,30.7,2025-07-01,5750000.0,187296.41693811075
78:10:0005212,Крупнопанельные,1967,2,46.3,2025-07-01,2880000.0,62203.023758099356
78:10:0005212,Крупнопанельные,1967,4,44.8,2025-07-01,6600000.0,147321.42857142858
78:10:0005212,Крупнопанельные,1967,5,46.6,2025-07-01,6000000.0,128755.36480686694
78:10:0005212,Крупнопанельные,1968,3,31.3,2025-07-01,6200000.0,198083.06709265176
78:10:0005212,Крупнопанельные,1968,4,61.1,2025-07-01,13420000.0,219639.93453355154
78:10:0005212,Крупнопанельные,1968,8,31.4,2025-07-01,8500000.0,270700.63694267516
78:10:0005212,Крупнопанельные,1968,2,58.8,2025-07-01,3750000.0,63775.510204081635
78:10:0005212,Крупнопанельные,1967,1,90.1,2025-07-01,12500000.0,138734.73917869036
78:10:0005212,Крупнопанельные,1967,2,45.1,2025-07-01,6500000.0,144124.16851441242
78:10:0005212,Крупнопанельные,1967,3,89.7,2025-07-01,12200000.0,136008.91861761425
78:10:0005212,Крупнопанельные,1967,4,31.4,2025-07-01,6200000.0,197452.22929936307
78:10:0005212,Крупнопанельные,1968,3,74.3,2025-07-01,10100000.0,135935.39703903097
78:10:0005212,Крупнопанельные,1968,6,59.3,2025-07-01,10300000.0,173693.08600337268
78:10:0005212,Крупнопанельные,1968,8,104.0,2025-07-01,8050000.0,77403.84615384616
78:10:0005212,Крупнопанельные,1968,9,29.2,2025-07-01,4950000.0,169520.54794520547
78:10:0005212,Крупнопанельные,2003,15,45.0,2025-07-01,3100000.0,68888.88888888889
78:10:0005218,Крупнопанельные,1966,4,44.6,2025-07-01,726000.0,16278.026905829596
78:10:0005224,Крупнопанельные,1966,2,45.6,2025-07-01,3300000.0,72368.42105263157
78:10:0005224,Крупнопанельные,1967,1,60.1,2025-07-01,3600000.0,59900.16638935108
78:10:0005224,Крупнопанельные,1967,2,76.69999999999999,2025-07-01,11550000.0,150586.70143415907
78:10:0005224,Крупнопанельные,1967,3,31.4,2025-07-01,5600000.0,178343.94904458598
78:10:0005224,Крупнопанельные,1967,5,55.1,2025-07-01,6600000.0,119782.21415607985
78:10:0005224,Крупнопанельные,2005,3,61.5,2025-07-01,1800000.0,29268.29268292683
78:10:0005224,Кирпичные,1987,2,116.4,2025-07-01,19750000.0,169673.53951890033
78:10:0005224,Кирпичные,1987,4,65.2,2025-07-01,3500000.0,53680.981595092024
78:10:0005224,Крупнопанельные,1967,1,45.2,2025-07-01,6500000.0,143805.30973451326
78:10:0005225,Крупнопанельные,1967,1,57.1,2025-07-01,1600000.0,28021.015761821367
78:10:0005225,Крупнопанельные,1967,2,58.4,2025-07-01,1600000.0,27397.260273972603
78:10:0005225,Крупнопанельные,1967,4,48.9,2025-07-01,7000000.0,143149.28425357875
78:10:0005225,Крупнопанельные,1967,5,48.9,2025-07-01,6000000.0,122699.3865030675
78:10:0005225,Крупнопанельные,1968,5,44.3,2025-07-01,1700000.0,38374.71783295711
78:10:0005225,Крупнопанельные,1967,1,45.3,2025-07-01,5350000.0,118101.54525386314
78:10:0005225,Крупнопанельные,1967,3,44.8,2025-07-01,5855757.0,130708.86160714287
78:10:0005225,Кирпичные,1969,6,50.3,2025-07-01,8500000.0,168986.08349900597
78:10:0005225,Кирпичные,1969,9,57.1,2025-07-01,8500000.0,148861.646234676
78:10:0522301,Крупнопанельные,1966,4,44.9,2025-07-01,5800000.0,129175.94654788419
78:10:0522301,Крупнопанельные,1966,5,89.5,2025-07-01,12960000.0,144804.46927374302
78:10:0522301,Крупнопанельные,1967,1,44.5,2025-07-01,5200000.0,116853.93258426966
78:10:0522301,Крупнопанельные,1967,3,110.0,2025-07-01,12203500.0,110940.90909090909
78:10:0522301,Крупнопанельные,1967,4,103.9,2025-07-01,7600000.0,73147.25697786333
78:10:0522301,Крупнопанельные,1972,8,31.4,2025-07-01,5490000.0,174840.7643312102
78:10:0522301,Крупнопанельные,1966,1,44.8,2025-07-01,2941000.0,65647.32142857143
78:10:0522301,Крупнопанельные,1966,3,44.6,2025-07-01,2770000.0,62107.623318385646
78:10:0522301,Крупнопанельные,1968,3,44.5,2025-07-01,6700000.0,150561.79775280898
