quarter_cad_number,wall_material_code,year_build,floor,area,period_start_date,deal_price,price_per_sqm
78:10:0005212,Крупнопанельные,2003,14,89.5,2024-04-01,14200000.0,158659.21787709498
78:10:0005209,Кирпичные,1966,7,31.5,2024-04-01,6500000.0,206349.20634920636
78:10:0005212,Крупнопанельные,1971,9,50.1,2024-04-01,9350000.0,186626.74650698603
78:10:0005218,Крупнопанельные,1966,2,45.3,2024-04-01,1070000.0,23620.30905077263
78:10:0005218,Кирпичные,1966,3,36.0,2024-04-01,6500000.0,180555.55555555556
78:10:0005211,Монолитные,2003,3,42.2,2024-04-01,7500000.0,177725.1184834123
78:10:0005212,Крупнопанельные,1969,7,29.5,2024-04-01,5200000.0,176271.18644067796
78:10:0005217,Крупнопанельные,1965,5,73.5,2024-04-01,10817000.0,147170.0680272109
78:10:0005217,Крупнопанельные,1966,3,62.3,2024-04-01,11390000.0,182825.0401284109
78:10:0005211,Крупнопанельные,1968,2,50.1,2024-04-01,7100000.0,141716.56686626747
78:10:0005211,Крупнопанельные,1969,2,29.8,2024-04-01,6200000.0,208053.69127516777
78:10:0005212,Крупнопанельные,1968,7,74.1,2024-04-01,3750356.4,50612.09716599191
78:10:0005217,Кирпичные,1970,12,50.5,2024-04-01,8000000.0,158415.84158415842
78:10:0005217,Кирпичные,1965,9,56.4,2024-04-01,9200000.0,163120.56737588652
78:10:0005218,Кирпичные,1966,1,54.6,2024-04-01,9150000.0,167582.41758241758
78:10:0005217,Крупнопанельные,1995,4,71.8,2024-04-01,11800000.0,164345.40389972145
78:10:0005203,Крупнопанельные,2000,13,35.1,2024-04-01,6000000.0,170940.17094017094
78:10:0005211,Монолитные,2008,6,24.9,2024-04-01,5750000.0,230923.6947791165
78:10:0005210,Кирпичные;Монолитные,2012,9,37.0,2024-04-01,10600000.0,286486.4864864865
78:10:0005209,Кирпичные,1963,4,131.6,2024-04-01,23070000.0,175303.95136778115
78:10:0005217,Крупнопанельные,1966,1,45.2,2024-04-01,6900000.0,152654.86725663717
78:10:0005209,Кирпичные,1963,5,114.3,2024-04-01,12550000.0,109798.77515310586
78:10:0005209,Кирпичные,1969,5,70.8,2024-04-01,14200000.0,200564.97175141243
78:10:0005203,Крупнопанельные,1964,5,30.2,2024-04-01,5300000.0,175496.68874172185
78:10:0005212,Крупнопанельные,1967,3,29.9,2024-04-01,6300000.0,210702.34113712376
78:10:0005217,Крупнопанельные,1966,3,30.9,2024-04-01,5200000.0,168284.78964401296
78:10:0005217,Кирпичные,1969,9,58.6,2024-04-01,8300000.0,141638.2252559727
78:10:0005209,Кирпичные,1965,4,30.9,2024-04-01,6400000.0,207119.74110032365
78:10:0522301,Крупнопанельные,1967,1,44.2,2024-04-01,2400000.0,54298.64253393665
78:10:0005209,Кирпичные,1968,3,28.0,2024-04-01,7200000.0,257142.85714285713
78:10:0005217,Кирпичные;Каркасно-панельные,1970,4,61.7,2024-04-01,10150000.0,164505.67260940032
78:10:0005217,Крупнопанельные,1966,9,62.5,2024-04-01,10200000.0,163200.0
78:10:0005224,Кирпичные,1987,5,33.8,2024-04-01,4160920.0,123104.14201183432
78:10:0005224,Крупнопанельные,1967,1,44.8,2024-04-01,5650000.0,126116.07142857143
78:10:0005218,Крупнопанельные,1966,1,93.2,2024-04-01,12700000.0,136266.09442060086
78:10:0005212,Монолитные,2008,12,124.6,2024-04-01,19000000.0,152487.96147672553
78:10:0005217,Крупнопанельные,1965,5,31.0,2024-04-01,5470000.0,176451.61290322582
78:10:0522301,Крупнопанельные,1966,2,89.2,2024-04-01,8090000.0,90695.06726457398
78:10:0005203,Кирпичные,1987,8,48.8,2024-04-01,8250000.0,169057.37704918033
78:10:0005212,Крупнопанельные,1968,1,54.1,2024-04-01,1600000.0,29574.861367837337
78:10:0005217,Кирпичные,1966,6,49.5,2024-04-01,7000000.0,141414.14141414143
78:10:0005212,Крупнопанельные,1968,5,62.3,2024-04-01,1060000.0,17014.446227929373
78:10:0005212,Крупнопанельные,1969,6,29.6,2024-04-01,5540000.0,187162.16216216216
78:10:0522301,Крупнопанельные,1966,3,44.4,2024-04-01,2000000.0,45045.045045045044
78:10:0005217,Крупнопанельные,1971,2,31.3,2024-04-01,3000000.0,95846.64536741214
78:10:0005212,Кирпичные,1970,6,35.9,2024-04-01,3000000.0,83565.45961002786
78:10:0522301,Из мелких бетонных блоков;Крупнопанельные;Каркасно-панельные,2012,5,61.5,2024-04-01,12600000.0,204878.0487804878
78:10:0005225,Крупнопанельные,1968,2,44.6,2024-04-01,6400000.0,143497.75784753362
78:10:0005209,Кирпичные,1966,9,32.5,2024-04-01,6100000.0,187692.3076923077
78:10:0005224,Кирпичные,1987,2,63.7,2024-04-01,12000000.0,188383.04552590265
78:10:0005209,Кирпичные,1964,7,52.2,2024-04-01,8800000.0,168582.3754789272
78:10:0005218,Крупнопанельные,1966,3,59.7,2024-04-01,1500000.0,25125.628140703517
78:10:0005217,Крупнопанельные,1969,5,31.5,2024-04-01,5400000.0,171428.57142857142
78:10:0005211,Кирпичные,2001,8,63.6,2024-04-01,15000000.0,235849.05660377358
78:10:0005224,Крупнопанельные,1967,2,41.5,2024-04-01,6800000.0,163855.421686747
78:10:0005217,Крупнопанельные,1970,4,31.5,2024-04-01,5550000.0,176190.47619047618
78:10:0005212,Крупнопанельные,1967,4,55.6,2024-04-01,3300000.0,59352.51798561151
78:10:0005203,Кирпичные,1961,3,30.0,2024-04-01,6000000.0,200000.0
78:10:0005211,Кирпичные;Монолитные,2010,17,95.1,2024-04-01,21400000.0,225026.28811777077
78:10:0005224,Кирпичные,1972,8,91.7,2024-04-01,1600000.0,17448.200654307522
78:10:0005212,Крупнопанельные,2003,10,61.7,2024-04-01,12000000.0,194489.4651539708
78:10:0005224,Крупнопанельные,2005,14,41.8,2024-04-01,7050000.0,168660.28708133972
78:10:0005217,Крупнопанельные,1995,2,33.0,2024-04-01,7300000.0,221212.12121212122
78:10:0005225,Крупнопанельные,1967,3,30.7,2024-04-01,5250000.0,171009.77198697068
78:10:0005218,Кирпичные,1966,4,34.7,2024-04-01,6000000.0,172910.66282420748
78:10:0005212,Кирпичные,1966,3,40.1,2024-04-01,7000000.0,174563.59102244387
78:10:0005210,Кирпичные;Каркасно-панельные;Монолитные,2011,9,42.1,2024-04-01,11800000.0,280285.03562945366
78:10:0005224,Кирпичные,1972,2,96.8,2024-04-01,1970000.0,20351.239669421488
78:10:0005217,Крупнопанельные,1970,7,30.3,2024-04-01,4800000.0,158415.84158415842
78:10:0005210,Смешанные,2018,12,40.0,2024-04-01,10790000.0,269750.0
78:10:0005224,Крупнопанельные,1966,4,59.1,2024-04-01,8400000.0,142131.97969543148
78:10:0005217,Кирпичные,1969,8,84.4,2024-04-01,13050000.0,154620.85308056872
78:10:0005212,Кирпичные,1972,7,35.5,2024-04-01,6200000.0,174647.88732394367
78:10:0005225,Крупнопанельные,1967,4,45.3,2024-04-01,5500000.0,121412.80353200884
78:10:0005209,Кирпичные,1964,9,52.4,2024-04-01,7500000.0,143129.77099236642
78:10:0005210,Смешанные,2018,3,39.7,2024-04-01,10200000.0,256926.9521410579
78:10:0005212,Крупнопанельные,1971,7,46.5,2024-04-01,8700000.0,187096.7741935484
78:10:0005211,Кирпичные;Крупнопанельные;Каркасно-панельные,1970,4,76.6,2024-04-01,12570000.0,164099.21671018278
78:10:0005210,Смешанные,2018,15,34.2,2024-04-01,10900000.0,318713.45029239764
78:10:0005209,Кирпичные,1965,4,37.7,2024-04-01,7000000.0,185676.39257294429
78:10:0005211,Крупнопанельные,1972,5,44.0,2024-04-01,9000000.0,204545.45454545456
78:10:0005209,Кирпичные,1965,2,57.6,2024-04-01,9600000.0,166666.66666666666
78:10:0005210,Кирпичные;Монолитные,2012,5,84.6,2024-04-01,23000000.0,271867.6122931442
78:10:0005209,Кирпичные,1963,3,56.0,2024-04-01,9600000.0,171428.57142857142
78:10:0005210,Кирпичные;Монолитные,2012,2,55.9,2024-04-01,5445984.0,97423.68515205725
78:10:0005210,Кирпичные;Каркасно-панельные;Монолитные,2011,15,64.3,2024-04-01,15800000.0,245723.17262830483
78:10:0005211,Крупнопанельные,1967,4,45.9,2024-04-01,7600000.0,165577.3420479303
78:10:0005210,Кирпичные;Монолитные,2007,7,92.6,2024-04-01,21650000.0,233801.29589632832
78:10:0005209,Кирпичные,1968,12,104.8,2024-04-01,18000000.0,171755.7251908397
78:10:0005225,Крупнопанельные,1967,5,46.2,2024-04-01,3700000.0,80086.58008658008
78:10:0005218,Крупнопанельные,1965,5,30.9,2024-04-01,5150000.0,166666.6666666667
78:10:0005212,Крупнопанельные,1968,5,74.2,2024-04-01,11900000.0,160377.35849056602
78:10:0005217,Крупнопанельные,1966,6,31.1,2024-04-01,5800000.0,186495.1768488746
78:10:0005224,Крупнопанельные,1967,4,30.7,2024-04-01,4790000.0,156026.05863192183
78:10:0005211,Кирпичные,1969,8,36.3,2024-04-01,6875000.0,189393.93939393942
78:10:0005212,Крупнопанельные,1967,5,46.6,2024-04-01,6000000.0,128755.36480686694
78:10:0005210,Из мелких бетонных блоков;Монолитные,2012,2,41.7,2024-04-01,11902680.0,285435.97122302157
78:10:0005217,Крупнопанельные,1965,4,30.9,2024-04-01,5280000.0,170873.786407767
78:10:0005209,Кирпичные,1964,2,28.5,2024-04-01,5250000.0,184210.52631578947
78:10:0005217,Кирпичные;Каркасно-панельные,1970,8,30.7,2024-04-01,5600000.0,182410.42345276874
78:10:0005203,Крупнопанельные,1964,1,30.5,2024-04-01,5000000.0,163934.4262295082
78:10:0005217,Крупнопанельные,1965,7,116.2,2024-04-01,16750000.0,144148.02065404475
78:10:0005209,Кирпичные,1968,1,50.5,2024-04-01,2600763.49,51500.267128712876
78:10:0005210,Кирпичные;Каркасно-панельные;Монолитные,2012,18,69.6,2024-04-01,17500000.0,251436.78160919543
78:10:0005209,Кирпичные,1968,8,47.7,2024-04-01,4000000.0,83857.44234800838
78:10:0005218,Крупнопанельные,1965,1,61.8,2024-04-01,10400000.0,168284.78964401296
78:10:0005217,Крупнопанельные,1965,5,30.7,2024-04-01,5550000.0,180781.75895765473
78:10:0005212,Крупнопанельные,1968,1,73.5,2024-04-01,9600000.0,130612.24489795919
78:10:0005212,Крупнопанельные,1968,2,132.5,2024-04-01,19400000.0,146415.09433962265
78:10:0005218,Крупнопанельные,1966,2,52.2,2024-04-01,3200000.0,61302.68199233716
78:10:0005217,Крупнопанельные,1965,4,41.5,2024-04-01,6800000.0,163855.421686747
78:10:0005211,Крупнопанельные,2000,1,44.9,2024-04-01,4000000.0,89086.859688196
78:10:0005210,Кирпичные;Каркасно-панельные;Монолитные,2011,8,64.6,2024-04-01,17000000.0,263157.89473684214
78:10:0005209,Кирпичные,1965,7,31.8,2024-04-01,6900000.0,216981.1320754717
78:10:0522301,Крупнопанельные,1966,5,44.8,2024-04-01,1100000.0,24553.57142857143
78:10:0005212,Крупнопанельные,1967,1,45.1,2024-04-01,6000000.0,133037.69401330376
78:10:0005209,Кирпичные,1964,4,47.8,2024-04-01,7750000.0,162133.89121338914
78:10:0005218,Кирпичные,1966,6,47.6,2024-04-01,10000000.0,210084.03361344538
78:10:0522301,Крупнопанельные,1966,1,60.3,2024-04-01,7200000.0,119402.98507462688
78:10:0005212,Монолитные,2008,16,34.3,2024-04-01,7300000.0,212827.98833819243
78:10:0005212,Крупнопанельные,1967,2,44.9,2024-04-01,5000000.0,111358.57461024499
78:10:0005210,Кирпичные;Монолитные,2007,14,125.1,2024-04-01,27000000.0,215827.3381294964
78:10:0005218,Крупнопанельные,1965,4,41.8,2024-04-01,8100000.0,193779.9043062201
78:10:0005209,Кирпичные,1964,3,56.1,2024-04-01,10700000.0,190730.8377896613
78:10:0005209,Кирпичные,1966,8,47.0,2024-04-01,2700000.0,57446.8085106383
78:10:0522301,Крупнопанельные,1967,4,44.5,2024-04-01,6175000.0,138764.04494382022
78:10:0005210,Кирпичные,2005,10,87.7,2024-04-01,19850000.0,226339.79475484605
78:10:0005209,Кирпичные,1969,9,46.3,2024-04-01,9150000.0,197624.19006479482
78:10:0005212,Крупнопанельные,1967,4,31.5,2024-04-01,5100000.0,161904.7619047619
78:10:0005217,Крупнопанельные,1965,1,30.8,2024-04-01,2500000.0,81168.83116883117
78:10:0005218,Крупнопанельные,1965,5,30.9,2024-04-01,5080000.0,164401.29449838187
78:10:0005211,Монолитные,2003,9,24.5,2024-04-01,5800000.0,236734.693877551
78:10:0005203,Кирпичные,1987,7,31.7,2024-04-01,2100000.0,66246.05678233439
78:10:0005217,Кирпичные;Каркасно-панельные,1970,7,48.9,2024-04-01,10500000.0,214723.9263803681
78:10:0005225,Крупнопанельные,1967,1,136.2,2024-04-01,7600000.0,55800.293685756245
78:10:0005210,Смешанные,2018,18,28.1,2024-04-01,8050000.0,286476.8683274021
78:10:0005210,Кирпичные,2000,14,37.6,2024-04-01,9500000.0,252659.5744680851
78:10:0005218,Крупнопанельные,2004,7,36.9,2024-04-01,8300000.0,224932.24932249324
78:10:0005209,Кирпичные,1965,6,29.8,2024-04-01,5400000.0,181208.05369127516
78:10:0005212,Крупнопанельные,1967,1,86.6,2024-04-01,6800000.0,78521.93995381062
78:10:0005210,Монолитные,2007,12,99.2,2024-04-01,19000000.0,191532.25806451612
78:10:0005210,Кирпичные;Каркасно-панельные;Монолитные,2011,16,42.7,2024-04-01,10500000.0,245901.63934426228
78:10:0522301,Крупнопанельные,1967,4,44.3,2024-04-01,1200000.0,27088.036117381493
78:10:0005218,Крупнопанельные,1966,4,121.2,2024-04-01,18350000.0,151402.6402640264
78:10:0005210,Кирпичные,2005,13,148.9,2024-04-01,28000000.0,188045.6682337139
78:10:0005224,Крупнопанельные,1967,5,57.9,2024-04-01,6800000.0,117443.86873920553
78:10:0005224,Крупнопанельные,1967,1,41.8,2024-04-01,6350000.0,151913.87559808613
78:10:0005211,Крупнопанельные,1968,5,30.2,2024-04-01,5764000.0,190860.9271523179
78:10:0522301,Крупнопанельные,1967,3,44.4,2024-07-01,6000000.0,135135.13513513515
78:10:0005224,Кирпичные,1972,2,193.8,2024-07-01,1350000.0,6965.94427244582
78:10:0005212,Монолитные,2006,7,106.3,2024-07-01,19800000.0,186265.28692380057
78:10:0005212,Кирпичные,1967,3,44.3,2024-07-01,6500000.0,146726.8623024831
78:10:0522301,Из мелких бетонных блоков;Крупнопанельные;Каркасно-панельные,2012,8,61.0,2024-07-01,12700000.0,208196.7213114754
78:10:0522301,Крупнопанельные,1967,4,70.1,2024-07-01,1800000.0,25677.60342368046
78:10:0005217,Крупнопанельные,1966,1,32.1,2024-07-01,5200000.0,161993.76947040498
78:10:0005212,Крупнопанельные,1967,3,42.2,2024-07-01,8700000.0,206161.1374407583
78:10:0005225,Крупнопанельные,1967,4,49.1,2024-07-01,5800000.0,118126.27291242362
78:10:0005211,Крупнопанельные,1972,3,59.9,2024-07-01,2400000.0,40066.77796327212
78:10:0005211,Крупнопанельные,1967,5,117.9,2024-07-01,19285000.0,163570.82273112808
78:10:0005211,Крупнопанельные,1968,4,50.3,2024-07-01,7530000.0,149701.78926441353
78:10:0005218,Кирпичные,2006,4,64.4,2024-07-01,14700000.0,228260.86956521738
78:10:0005212,Крупнопанельные,1968,7,117.8,2024-07-01,10100000.0,85738.53989813243
78:10:0005209,Кирпичные,1963,5,302.2,2024-07-01,39450000.0,130542.68696227664
78:10:0005211,Крупнопанельные,1968,3,44.8,2024-07-01,7400000.0,165178.57142857145
78:10:0522301,Крупнопанельные,1966,1,49.2,2024-07-01,5500000.0,111788.61788617885
78:10:0005217,Крупнопанельные,1965,2,46.0,2024-07-01,7000000.0,152173.91304347827
78:10:0005218,Крупнопанельные,1965,2,62.0,2024-07-01,10850000.0,175000.0
78:10:0005211,Крупнопанельные,1967,1,31.0,2024-07-01,5450000.0,175806.4516129032
78:10:0005217,Крупнопанельные,1966,5,56.3,2024-07-01,6450000.0,114564.83126110125
78:10:0005210,Кирпичные;Каркасно-панельные;Монолитные,2011,7,64.4,2024-07-01,14520000.0,225465.83850931676
78:10:0005217,Крупнопанельные,1966,2,31.1,2024-07-01,5250000.0,168810.2893890675
78:10:0005211,Монолитные,2008,3,24.8,2024-07-01,6050000.0,243951.6129032258
78:10:0522301,Крупнопанельные,1966,2,89.0,2024-07-01,12150000.0,136516.85393258426
78:10:0005210,Кирпичные,2000,7,77.0,2024-07-01,16700000.0,216883.1168831169
78:10:0005217,Крупнопанельные,1966,4,30.9,2024-07-01,4850000.0,156957.928802589
78:10:0005203,Кирпичные,1959,4,56.9,2024-07-01,9600000.0,168717.0474516696
78:10:0005212,Крупнопанельные,1968,3,45.0,2024-07-01,4100000.0,91111.11111111111
78:10:0005225,Крупнопанельные,1967,2,31.1,2024-07-01,4850000.0,155948.55305466236
78:10:0005217,Крупнопанельные,1966,5,31.0,2024-07-01,5000000.0,161290.32258064515
78:10:0005209,Кирпичные,1965,4,29.7,2024-07-01,5400000.0,181818.18181818182
78:10:0005212,Крупнопанельные,1968,8,62.4,2024-07-01,8200000.0,131410.2564102564
78:10:0005211,Крупнопанельные,1972,5,50.1,2024-07-01,4100000.0,81836.32734530939
78:10:0005217,Кирпичные,1969,3,35.6,2024-07-01,3000000.0,84269.66292134831
78:10:0005211,Кирпичные,1969,7,64.5,2024-07-01,10800000.0,167441.86046511628
78:10:0005217,Крупнопанельные,1965,1,106.9,2024-07-01,12300000.0,115060.80449017773
78:10:0005210,Кирпичные,2005,7,63.6,2024-07-01,14990000.0,235691.82389937105
78:10:0005210,Кирпичные,2005,9,49.0,2024-07-01,9700000.0,197959.18367346938
78:10:0005211,Крупнопанельные,1970,2,31.0,2024-07-01,6000000.0,193548.38709677418
78:10:0005211,Крупнопанельные,1968,1,29.5,2024-07-01,5050000.0,171186.4406779661
78:10:0005211,Крупнопанельные,1968,6,49.9,2024-07-01,7600000.0,152304.60921843688
78:10:0005212,Крупнопанельные,1968,4,59.1,2024-07-01,829000.0,14027.072758037224
78:10:0005212,Кирпичные,1966,5,31.5,2024-07-01,5550000.0,176190.47619047618
78:10:0005209,Кирпичные,1998,5,44.9,2024-07-01,11000000.0,244988.86414253898
78:10:0005211,Монолитные,2003,6,59.6,2024-07-01,12600000.0,211409.39597315434
78:10:0005218,Крупнопанельные,1965,4,31.0,2024-07-01,5550000.0,179032.25806451612
78:10:0005225,Кирпичные,1969,9,57.1,2024-07-01,2700000.0,47285.46409807356
78:10:0005212,Крупнопанельные,1968,5,80.1,2024-07-01,13000000.0,162297.12858926342
78:10:0005224,Крупнопанельные,1967,3,45.8,2024-07-01,5400000.0,117903.93013100438
78:10:0005217,Крупнопанельные,1965,7,58.4,2024-07-01,7400000.0,126712.3287671233
78:10:0005209,Кирпичные,1965,8,48.5,2024-07-01,7900000.0,162886.59793814432
78:10:0005211,Кирпичные,1969,5,35.3,2024-07-01,5750000.0,162889.51841359775
78:10:0005217,Крупнопанельные,1966,7,45.3,2024-07-01,7850000.0,173289.18322295806
78:10:0005217,Крупнопанельные,1995,1,85.7,2024-07-01,1580000.0,18436.406067677945
78:10:0005224,Крупнопанельные,1966,5,41.5,2024-07-01,5900000.0,142168.6746987952
78:10:0005212,Крупнопанельные,1967,5,31.4,2024-07-01,5000000.0,159235.66878980893
78:10:0005217,Кирпичные,1973,3,35.5,2024-07-01,6500000.0,183098.5915492958
78:10:0005218,Кирпичные,1968,6,29.4,2024-07-01,5650000.0,192176.87074829932
78:10:0005217,Крупнопанельные,1965,3,99.7,2024-07-01,15040000.0,150852.55767301907
78:10:0005217,Кирпичные,1973,8,36.9,2024-07-01,6950000.0,188346.88346883468
78:10:0005210,Из мелких бетонных блоков;Монолитные,2012,2,101.6,2024-07-01,11300000.0,111220.47244094488
78:10:0005218,Крупнопанельные,1966,2,48.9,2024-07-01,6300000.0,128834.35582822087
78:10:0005211,Крупнопанельные,1967,2,41.6,2024-07-01,1950000.0,46875.0
78:10:0005212,Крупнопанельные,1968,4,59.1,2024-07-01,8200000.0,138747.88494077834
78:10:0005212,Крупнопанельные,1968,4,29.5,2024-07-01,5850000.0,198305.08474576272
78:10:0005211,Кирпичные;Крупнопанельные;Каркасно-панельные,1970,3,30.9,2024-07-01,5500000.0,177993.52750809063
78:10:0005225,Крупнопанельные,1967,1,46.4,2024-07-01,3500000.0,75431.03448275862
78:10:0005209,Кирпичные,1965,3,29.2,2024-07-01,2200000.0,75342.46575342467
78:10:0005209,Кирпичные,1964,2,101.2,2024-07-01,15500000.0,153162.05533596838
78:10:0005217,Кирпичные;Каркасно-панельные,1970,8,31.2,2024-07-01,5250000.0,168269.23076923078
78:10:0005211,Кирпичные,1958,1,44.0,2024-07-01,2600000.0,59090.90909090909
78:10:0005225,Крупнопанельные,1968,4,44.5,2024-07-01,5650000.0,126966.29213483146
78:10:0005209,Кирпичные,1963,1,98.1,2024-07-01,8720501.0,88893.99592252803
78:10:0005210,Кирпичные,2000,15,188.1,2024-07-01,4730000.0,25146.198830409357
78:10:0005209,Кирпичные,1968,4,50.3,2024-07-01,3350000.0,66600.39761431412
78:10:0005218,Кирпичные,1969,9,36.5,2024-07-01,7370000.0,201917.80821917808
78:10:0005218,Крупнопанельные,1965,1,30.9,2024-07-01,5050000.0,163430.42071197412
78:10:0005212,Крупнопанельные,1967,5,93.4,2024-07-01,12700000.0,135974.30406852247
78:10:0005218,Кирпичные,1966,4,43.1,2024-07-01,6760000.0,156844.5475638051
78:10:0005217,Крупнопанельные,1965,2,103.1,2024-07-01,10200000.0,98933.07468477207
78:10:0005209,Кирпичные,1966,5,31.5,2024-07-01,6500000.0,206349.20634920636
78:10:0005212,Кирпичные,1972,9,36.3,2024-07-01,7000000.0,192837.46556473832
78:10:0005218,Кирпичные,1966,6,32.4,2024-07-01,5600000.0,172839.50617283952
78:10:0005203,Крупнопанельные,1964,4,116.1,2024-07-01,18340000.0,157967.2695951766
78:10:0005211,Крупнопанельные,1970,9,30.9,2024-07-01,5450000.0,176375.40453074433
78:10:0005209,Кирпичные,1965,9,30.2,2024-07-01,5000000.0,165562.91390728476
78:10:0005211,Кирпичные,1971,6,35.7,2024-07-01,6600000.0,184873.9495798319
78:10:0005217,Крупнопанельные,1965,1,120.6,2024-07-01,9000000.0,74626.86567164179
78:10:0522301,Крупнопанельные,1966,4,44.9,2024-07-01,6500000.0,144766.14699331849
78:10:0005212,Монолитные,2008,7,40.0,2024-07-01,8450000.0,211250.0
78:10:0005217,Крупнопанельные,1965,3,121.2,2024-07-01,18150000.0,149752.47524752474
78:10:0005211,Крупнопанельные,1972,7,43.3,2024-07-01,2800000.0,64665.12702078522
78:10:0522301,Крупнопанельные,1972,1,32.3,2024-07-01,5190000.0,160681.1145510836
78:10:0005224,Кирпичные,1972,6,184.2,2024-07-01,2900496.0,15746.449511400653
78:10:0005211,Крупнопанельные,1972,6,75.6,2024-07-01,10450000.0,138227.51322751323
78:10:0005217,Крупнопанельные,1966,2,97.1,2024-07-01,15430000.0,158908.341915551
78:10:0005209,Кирпичные,1973,3,28.6,2024-07-01,5300000.0,185314.6853146853
78:10:0005217,Крупнопанельные,1969,3,49.3,2024-07-01,7600000.0,154158.21501014198
78:10:0005212,Крупнопанельные,1968,6,59.5,2024-07-01,11500000.0,193277.31092436975
78:10:0005212,Крупнопанельные,2003,1,44.6,2024-07-01,7900000.0,177130.0448430493
78:10:0005212,Крупнопанельные,1967,5,41.4,2024-07-01,7400000.0,178743.961352657
78:10:0005211,Крупнопанельные,1969,8,44.5,2024-07-01,9750000.0,219101.1235955056
78:10:0005212,Монолитные,2008,4,34.3,2024-07-01,7400000.0,215743.44023323618
78:10:0005225,Крупнопанельные,1967,5,42.1,2024-07-01,5950000.0,141330.16627078384
78:10:0005211,Кирпичные,1969,11,35.3,2024-07-01,5900000.0,167138.81019830029
78:10:0005211,Кирпичные,1969,9,36.2,2024-07-01,5690000.0,157182.32044198894
78:10:0005217,Кирпичные,1970,5,35.6,2024-07-01,7400000.0,207865.16853932582
78:10:0005211,Крупнопанельные,1967,1,45.5,2024-07-01,6200000.0,136263.73626373627
78:10:0005217,Крупнопанельные,1965,1,30.5,2024-07-01,5150000.0,168852.45901639343
78:10:0005217,Крупнопанельные,1966,7,121.4,2024-07-01,10200000.0,84019.76935749588
78:10:0005224,Крупнопанельные,1966,4,90.1,2024-07-01,12800000.0,142064.37291897892
78:10:0005211,Монолитные,2003,3,24.6,2024-07-01,4600000.0,186991.86991869917
78:10:0005212,Крупнопанельные,1968,5,58.9,2024-07-01,1100000.0,18675.72156196944
78:10:0005211,Крупнопанельные,1968,4,30.1,2024-07-01,5400000.0,179401.9933554817
78:10:0005217,Крупнопанельные,1966,3,108.4,2024-07-01,18689000.0,172407.74907749076
78:10:0005211,Крупнопанельные,1969,2,59.3,2024-07-01,9000000.0,151770.65767284992
78:10:0005217,Крупнопанельные,1969,9,31.4,2024-07-01,6600000.0,210191.08280254778
78:10:0005212,Монолитные,2007,7,36.7,2024-07-01,7500000.0,204359.67302452316
78:10:0005210,Кирпичные;Каркасно-панельные;Монолитные,2011,19,43.7,2024-07-01,9700000.0,221967.96338672767
78:10:0522301,Крупнопанельные,1966,4,88.9,2024-07-01,10250000.0,115298.08773903262
78:10:0005209,Кирпичные,1963,1,30.5,2024-07-01,5000000.0,163934.4262295082
78:10:0005203,Крупнопанельные,1964,5,58.1,2024-07-01,6500000.0,111876.07573149742
78:10:0005212,Крупнопанельные,1967,3,30.7,2024-07-01,5250000.0,171009.77198697068
78:10:0005212,Крупнопанельные,1968,6,62.5,2024-07-01,10300000.0,164800.0
78:10:0005217,Крупнопанельные,1971,4,61.9,2024-07-01,8600000.0,138933.76413570275
78:10:0005203,Кирпичные,1987,10,62.8,2024-07-01,11300000.0,179936.3057324841
78:10:0005209,Кирпичные,1965,6,29.9,2024-07-01,6250000.0,209030.10033444816
78:10:0522301,Крупнопанельные,1967,2,52.4,2024-07-01,8050000.0,153625.95419847328
78:10:0005217,Крупнопанельные,1965,5,99.2,2024-07-01,7110380.0,71677.21774193548
78:10:0005218,Кирпичные,1966,9,57.5,2024-07-01,4200000.0,73043.47826086957
78:10:0005211,Крупнопанельные,1970,3,49.5,2024-07-01,7400000.0,149494.94949494948
78:10:0005203,Кирпичные,1960,2,30.7,2024-07-01,5800000.0,188925.08143322475
78:10:0005218,Крупнопанельные,1966,1,89.2,2024-07-01,12990000.0,145627.80269058296
78:10:0005211,Кирпичные,1969,11,48.3,2024-07-01,8500000.0,175983.4368530021
78:10:0005217,Крупнопанельные,1966,6,42.0,2024-07-01,7000000.0,166666.66666666666
78:10:0005218,Крупнопанельные,1966,3,59.7,2024-07-01,8500000.0,142378.5594639866
78:10:0005217,Крупнопанельные,1969,5,31.5,2024-07-01,6750000.0,214285.7142857143
78:10:0005203,Крупнопанельные,2000,16,103.3,2024-07-01,18500000.0,179090.02904162635
78:10:0005211,Крупнопанельные,1968,1,32.2,2024-07-01,6250000.0,194099.37888198756
78:10:0005217,Крупнопанельные,1965,6,30.8,2024-07-01,5650000.0,183441.55844155845
78:10:0005225,Крупнопанельные,1967,3,42.2,2024-07-01,5500000.0,130331.75355450236
78:10:0005218,Кирпичные,1966,4,33.2,2024-07-01,5900000.0,177710.84337349396
78:10:0005211,Крупнопанельные,1967,5,45.0,2024-07-01,4000000.0,88888.88888888889
78:10:0005211,Крупнопанельные,1969,8,44.6,2024-07-01,2250000.0,50448.43049327354
78:10:0005217,Крупнопанельные,1970,7,30.7,2024-07-01,5218200.0,169973.94136807817
78:10:0005212,Кирпичные,1970,7,51.0,2024-07-01,11000000.0,215686.27450980392
78:10:0522301,Из мелких бетонных блоков;Крупнопанельные;Каркасно-панельные,2012,9,78.5,2024-07-01,15000000.0,191082.8025477707
