number;okato;region_code;district;city;quarter_cad_number;street;realestate_type_code;wall_material_code;year_build;floor;purpose_code;area;period_start_date;deal_price;currency;doc_type;price_per_sqm
1;40288563000;78;;;78:07:0003010;Малая Посадская;Помещения;Кирпичные;1904;2;Жилое помещение;113.900001;45839;16900000;рубль;ДКП;148375.76691505
2;40288563000;78;;;78:07:0003010;Малая Посадская;Помещения;Кирпичные;1904;3;Жилое помещение;284.000001;45839;27200000;рубль;ДКП;95774.6475500893
1;40288564000;78;;;78:07:0003109;Полозова;Помещения;Кирпичные;1904;2;Жилое помещение;46.100001;45839;12145000;рубль;ДКП;263449.018146442
1;40288566000;78;;;78:07:0003177;Лодейнопольская;Помещения;Кирпичные;1904;5;Жилое помещение;99.100001;45839;2800000;рубль;ДКП;28254.2883122675
1;40288566000;78;;;78:07:0003178;Барочная;Помещения;Кирпичные;1904;6;Жилое помещение;69.800001;45839;14400000;рубль;ДКП;206303.721972726
1;40288561000;78;;;78:07:0003020;Блохина;Помещения;Кирпичные;1905;3;Жилое помещение;115.900001;45839;8000000;рубль;ДКП;69025.0209747625
1;40288565000;78;;;78:07:0003100;Ропшинская;Помещения;Кирпичные;1905;4;Жилое помещение;108.300001;45839;1800000;рубль;ДКП;16620.4984614912
1;40288565000;78;;;78:07:0003100;Ропшинская;Помещения;Кирпичные;1905;5;Жилое помещение;40.700001;45839;8850000;рубль;ДКП;217444.712102096
1;40288565000;78;;;78:07:0003105;Большой П.С.;Помещения;Кирпичные;1905;2;Жилое помещение;86.000001;45839;3300000;рубль;ДКП;38372.0925770687
2;40288565000;78;;;78:07:0003105;Большой П.С.;Помещения;Кирпичные;1905;4;Жилое помещение;349.200001;45839;6500000;рубль;ДКП;18613.9747462372
1;40288566000;78;;;78:07:0003154;Офицерский;Помещения;Кирпичные;1905;5;Жилое помещение;98.800001;45839;18300000;рубль;ДКП;185222.670190054
1;40288564000;78;;;78:07:0003116;Каменноостровский;Помещения;Кирпичные;1906;5;Жилое помещение;246.300001;45839;3800000;рубль;ДКП;15428.3393608269
1;40288564000;78;;;78:07:0003134;Ленина;Помещения;Кирпичные;1906;4;Жилое помещение;61.500001;45839;19100000;рубль;ДКП;310569.100641153
1;40288565000;78;;;78:07:0003104;Большой П.С.;Помещения;Кирпичные;1906;3;Жилое помещение;99.200001;45839;6000000;рубль;ДКП;60483.8703580255
1;40288565000;78;;;78:07:0003190;Красного Курсанта;Помещения;Кирпичные;1906;1;Жилое помещение;44.300001;45839;8100000;рубль;ДКП;182844.239664916
1;40288566000;78;;;78:07:0003161;Большая Зеленина;Помещения;Кирпичные;1906;4;Жилое помещение;81.600001;45839;2500000;рубль;ДКП;30637.2545265042
1;40288563000;78;;;78:07:0003008;Куйбышева;Помещения;Кирпичные;1907;5;Жилое помещение;233.700001;45839;3400000;рубль;ДКП;14548.5664760438
1;40288563000;78;;;78:07:0003023;Малая Посадская;Помещения;Кирпичные;1907;6;Жилое помещение;57.500001;45839;12600000;рубль;ДКП;219130.430971645
1;40288565000;78;;;78:07:0003141;Ропшинская;Помещения;Кирпичные;1907;3;Жилое помещение;77.400001;45839;4000000;рубль;ДКП;51679.5858956126
1;40288562000;78;;;78:07:0003071;Кропоткина;Помещения;Кирпичные;1908;1;Жилое помещение;41.600001;45839;8000000;рубль;ДКП;192307.687684911
1;40288562000;78;;;78:07:0003072;Ленина;Помещения;Кирпичные;1908;1;Жилое помещение;49.000001;45839;11200000;рубль;ДКП;228571.423906706
1;40288562000;78;;;78:07:0003072;Ленина;Помещения;Кирпичные;1908;5;Жилое помещение;67.700001;45839;12000000;рубль;ДКП;177252.582315324
1;40288562000;78;;;78:07:0003087;Большая Пушкарская;Помещения;Кирпичные;1908;2;Жилое помещение;118.400001;45839;3213433;рубль;ДКП;27140.4811896919
1;40288562000;78;;;78:07:0003090;Большой П.С.;Помещения;Кирпичные;1908;2;Жилое помещение;119.700001;45839;1800290;рубль;ДКП;15040.0165827902
1;40288562000;78;;;78:07:0003090;Большой П.С.;Помещения;Кирпичные;1908;6;Жилое помещение;94.500001;45839;22000000;рубль;ДКП;232804.230340696
1;40288563000;78;;;78:07:0003010;Малая Посадская;Помещения;Кирпичные;1908;2;Жилое помещение;95.900001;45839;19000000;рубль;ДКП;198123.04277244
1;40288564000;78;;;78:07:0003114;Большой П.С.;Помещения;Кирпичные;1908;3;Жилое помещение;135.500001;45839;4100000;рубль;ДКП;30258.3023597173
1;40288564000;78;;;78:07:0003170;Каменноостровский;Помещения;Кирпичные;1908;4;Жилое помещение;135.300001;45839;21000000;рубль;ДКП;155210.641868362
1;40288564000;78;;;78:07:0003170;Каменноостровский;Помещения;Кирпичные;1908;6;Жилое помещение;109.800001;45839;2000000;рубль;ДКП;18214.9360818312
1;40288565000;78;;;78:07:0003142;Ропшинская;Помещения;Кирпичные;1908;2;Жилое помещение;55.700001;45839;5000000;рубль;ДКП;89766.6052106534
1;40288565000;78;;;78:07:0003149;Красного Курсанта;Помещения;Кирпичные;1908;1;Жилое помещение;91.000001;45839;3200000;рубль;ДКП;35164.8347784084
1;40288565000;78;;;78:07:0003149;Красного Курсанта;Помещения;Кирпичные;1908;2;Жилое помещение;95.200001;45839;12000000;рубль;ДКП;126050.418844008
1;40288566000;78;;;78:07:0003155;Красного Курсанта;Помещения;Кирпичные;1908;1;Жилое помещение;147.700001;45839;3450000;рубль;ДКП;23358.1582711025
1;40288566000;78;;;78:07:0003155;Красного Курсанта;Помещения;Кирпичные;1908;4;Жилое помещение;157.200001;45839;26000000;рубль;ДКП;165394.400983496
1;40288566000;78;;;78:07:0003161;Чкаловский;Помещения;Кирпичные;1908;3;Жилое помещение;59.200001;45839;11500000;рубль;ДКП;194256.753475393
1;40288566000;78;;;78:07:0003161;Чкаловский;Помещения;Кирпичные;1908;4;Жилое помещение;141.700001;45839;4000000;рубль;ДКП;28228.6518826489
1;40288561000;78;;;78:07:0003039;Татарский;Помещения;Кирпичные;1909;5;Жилое помещение;108.600001;45839;28000000;рубль;ДКП;257826.885287045
1;40288561000;78;;;78:07:0003067;Зверинская;Помещения;Кирпичные;1909;3;Жилое помещение;120.900001;45839;31500000;рубль;ДКП;260545.903552143
2;40288563000;78;;;78:07:0003008;Куйбышева;Помещения;Кирпичные;1909;2;Жилое помещение;266.300001;45839;31800000;рубль;ДКП;119414.194069042
1;40288563000;78;;;78:07:0003008;Куйбышева;Помещения;Кирпичные;1909;3;Жилое помещение;64.300001;45839;1450000;рубль;ДКП;22550.5439727754
1;40288563000;78;;;78:07:0003008;Куйбышева;Помещения;Кирпичные;1909;7;Жилое помещение;62.600001;45839;3000000;рубль;ДКП;47923.3219181578
1;40288563000;78;;;78:07:0003029;Котовского;Помещения;Кирпичные;1909;5;Жилое помещение;89.100001;45839;15650000;рубль;ДКП;175645.340340681
1;40288564000;78;;;78:07:0003114;Плуталова;Помещения;Кирпичные;1909;5;Жилое помещение;87.900001;45839;16500000;рубль;ДКП;187713.308444672
1;40288561000;78;;;78:07:0003037;Введенская;Помещения;Кирпичные;1910;5;Жилое помещение;153.900001;45839;4600000;рубль;ДКП;29889.5384672545
1;40288561000;78;;;78:07:0003045;Блохина;Помещения;Кирпичные;1910;4;Жилое помещение;205.500001;45839;2000000;рубль;ДКП;9732.36004996419
1;40288561000;78;;;78:07:0003045;Блохина;Помещения;Кирпичные;1910;5;Жилое помещение;107.100001;45839;2000000;рубль;ДКП;18674.1361468335
1;40288561000;78;;;78:07:0003062;Съезжинская;Помещения;Кирпичные;1910;3;Жилое помещение;100.500001;45839;1253246;рубль;ДКП;12470.1093286556
1;40288562000;78;;;78:07:0003057;Кронверкская;Помещения;Кирпичные;1910;3;Жилое помещение;213.900001;45839;3450000;рубль;ДКП;16129.03218266
1;40288562000;78;;;78:07:0003074;Каменноостровский;Помещения;Кирпичные;1910;3;Жилое помещение;387.300001;45839;68000000;рубль;ДКП;175574.489606056
3;40288562000;78;;;78:07:0003074;Каменноостровский;Помещения;Кирпичные;1910;5;Жилое помещение;1033.800001;45839;5500000;рубль;ДКП;5320.17797898996
1;40288562000;78;;;78:07:0003085;Большая Пушкарская;Помещения;Кирпичные;1910;2;Жилое помещение;80.100001;45839;18000000;рубль;ДКП;224719.098318114
1;40288562000;78;;;78:07:0003085;Большая Пушкарская;Помещения;Кирпичные;1910;4;Жилое помещение;90.900001;45839;2000000;рубль;ДКП;22002.1999779736
1;40288563000;78;;;78:07:0003008;Мичуринская;Помещения;Кирпичные;1910;2;Жилое помещение;84.000001;45839;14500000;рубль;ДКП;172619.045564059
1;40288563000;78;;;78:07:0003009;Чапаева;Помещения;Кирпичные;1910;2;Жилое помещение;150.200001;45839;2600000;рубль;ДКП;17310.2528807573
1;40288563000;78;;;78:07:0003055;Большая Монетная;Помещения;Кирпичные;1910;2;Жилое помещение;93.700001;45839;3100000;рубль;ДКП;33084.3112797832
2;40288564000;78;;;78:07:0003109;Полозова;Помещения;Кирпичные;1910;3;Жилое помещение;189.400001;45839;16500000;рубль;ДКП;87117.2117892439
1;40288564000;78;;;78:07:0003111;Подковырова;Помещения;Кирпичные;1910;5;Жилое помещение;146.500001;45839;1200000;рубль;ДКП;8191.12622395136
1;40288564000;78;;;78:07:0003115;Каменноостровский;Помещения;Кирпичные;1910;6;Жилое помещение;254.600001;45839;6000000;рубль;ДКП;23566.3785405877
1;40288564000;78;;;78:07:0003125;Каменноостровский;Помещения;Кирпичные;1910;3;Жилое помещение;62.500001;45839;3000000;рубль;ДКП;47999.999232
1;40288564000;78;;;78:07:0003170;Каменноостровский;Помещения;Кирпичные;1910;5;Жилое помещение;127.800001;45839;3900000;рубль;ДКП;30516.4316860999
1;40288565000;78;;;78:07:0003099;Ропшинская;Помещения;Кирпичные;1910;3;Жилое помещение;84.200001;45839;14000000;рубль;ДКП;166270.781873269
1;40288565000;78;;;78:07:0003099;Ропшинская;Помещения;Кирпичные;1910;4;Жилое помещение;66.000001;45839;19800000;рубль;ДКП;299999.995454546
1;40288565000;78;;;78:07:0003142;Ропшинская;Помещения;Кирпичные;1910;3;Жилое помещение;115.000001;45839;22800000;рубль;ДКП;198260.86784121
1;40288565000;78;;;78:07:0003144;Малый П.С.;Помещения;Кирпичные;1910;2;Жилое помещение;166.800001;45839;2900000;рубль;ДКП;17386.0910228652
1;40288566000;78;;;78:07:0003157;Пионерская;Помещения;Кирпичные;1910;2;Жилое помещение;119.600001;45839;1737000;рубль;ДКП;14523.4112498043
1;40288566000;78;;;78:07:0003163;Чкаловский;Помещения;Кирпичные;1910;4;Жилое помещение;66.500001;45839;15500000;рубль;ДКП;233082.703261914
1;40288561000;78;;;78:07:0003019;Блохина;Помещения;Кирпичные;1911;6;Жилое помещение;113.700001;45839;8438430;рубль;ДКП;74216.6220385521
2;40288561000;78;;;78:07:0003019;Блохина;Помещения;Кирпичные;1911;мансарда;Жилое помещение;256.000001;45839;21171261;рубль;ДКП;82700.2379582022
1;40288561000;78;;;78:07:0003062;Съезжинская;Помещения;Кирпичные;1911;1;Жилое помещение;48.800001;45839;9900000;рубль;ДКП;202868.848301868
2;40288561000;78;;;78:07:0003064;Блохина;Помещения;Кирпичные;1911;2;Жилое помещение;115.100001;45839;31100000;рубль;ДКП;270199.823890532
1;40288562000;78;;;78:07:0003033;Кронверкский;Помещения;Кирпичные;1911;5;Жилое помещение;52.400001;45839;19000000;рубль;ДКП;362595.412927568
1;40288562000;78;;;78:07:0003057;Большая Монетная;Помещения;Кирпичные;1911;3;Жилое помещение;118.300001;45839;23700000;рубль;ДКП;200338.121721571
1;40288562000;78;;;78:07:0003074;Большая Монетная;Помещения;Кирпичные;1911;4;Жилое помещение;116.400001;45839;24000000;рубль;ДКП;206185.565238956
1;40288563000;78;;;78:07:0003010;Малая Посадская;Помещения;Кирпичные;1911;6;Жилое помещение;135.000001;45839;2500000;рубль;ДКП;18518.5183813443
1;40288563000;78;;;78:07:0003030;Большая Посадская;Помещения;Кирпичные;1911;4;Жилое помещение;63.900001;45839;14000000;рубль;ДКП;219092.328339713
3;40288563000;78;;;78:07:0003056;Каменноостровский;Помещения;Кирпичные;1911;2;Жилое помещение;1123.200001;45839;75640000;рубль;ДКП;67343.3047833482
1;40288564000;78;;;78:07:0003076;Каменноостровский;Помещения;Кирпичные;1911;3;Жилое помещение;149.400001;45839;3050000;рубль;ДКП;20414.993169913
1;40288564000;78;;;78:07:0003132;Подрезова;Помещения;Кирпичные;1911;1;Жилое помещение;112.000001;45839;3450000;рубль;ДКП;30803.5711535395
2;40288564000;78;;;78:07:0312901;Всеволода Вишневского;Помещения;Кирпичные;1911;2;Жилое помещение;203.000001;45839;5000000;рубль;ДКП;24630.5417505885
1;40288564000;78;;;78:07:0312901;Всеволода Вишневского;Помещения;Кирпичные;1911;6;Жилое помещение;90.600001;45839;14500000;рубль;ДКП;160044.148343884
1;40288565000;78;;;78:07:0003095;Малый П.С.;Помещения;Кирпичные;1911;3;Жилое помещение;131.400001;45839;5100000;рубль;ДКП;38812.785092749
1;40288565000;78;;;78:07:0003095;Малый П.С.;Помещения;Кирпичные;1911;4;Жилое помещение;156.500001;45839;4300000;рубль;ДКП;27476.0381630924
1;40288565000;78;;;78:07:0003095;Малый П.С.;Помещения;Кирпичные;1911;6;Жилое помещение;159.000001;45839;1450000;рубль;ДКП;9119.49679799059
