number;okato;region_code;district;city;quarter_cad_number;street;realestate_type_code;wall_material_code;year_build;floor;purpose_code;area;period_start_date;deal_price;currency;doc_type;price_per_sqm
1;40288565000;78;;;78:07:0003212;Петровский;Помещения;"Железобетонные;Монолитные";2018;7;Жилое помещение;35.700001;01.07.2025;20000000;рубль;ДКП;560224.073943303
1;40288566000;78;;;78:07:0003154;Офицерский;Помещения;Бетонные;2018;3;Жилое помещение;39.200001;01.07.2025;6000000;рубль;ДКП;153061.220585173
1;40288566000;78;;;78:07:0003157;Корпусная;Помещения;Смешанные;2018;4;Жилое помещение;68.300001;01.07.2025;35000000;рубль;ДКП;512445.087665519
2;40288566000;78;;;78:07:0003157;Корпусная;Помещения;Смешанные;2018;5;Жилое помещение;136.500001;01.07.2025;64500000;рубль;ДКП;472527.469065733
1;40288566000;78;;;78:07:0003157;Корпусная;Помещения;Смешанные;2018;8;Жилое помещение;43.600001;01.07.2025;24800000;рубль;ДКП;568807.326403502
1;40288565000;78;;;78:07:0003212;Петровский;Помещения;"Кирпичные;Из прочих материалов;Монолитные";2019;3;Жилое помещение;38.800001;01.07.2025;17150000;рубль;ДКП;442010.297886333
3;40288565000;78;;;78:07:0003212;Петровский;Помещения;"Кирпичные;Из прочих материалов;Монолитные";2019;7;Жилое помещение;219.400001;01.07.2025;105300000;рубль;ДКП;479945.303190769
2;40288565000;78;;;78:07:0003212;Петровский;Помещения;"Монолитные;Из прочих материалов;Кирпичные";2019;1;Жилое помещение;192.300001;01.07.2025;59811789;рубль;ДКП;311033.742532326
2;40288565000;78;;;78:07:0003212;Петровский;Помещения;"Монолитные;Из прочих материалов;Кирпичные";2019;3;Жилое помещение;90.600001;01.07.2025;37400000;рубль;ДКП;412803.5274525
2;40288565000;78;;;78:07:0003212;Петровский;Помещения;"Монолитные;Из прочих материалов;Кирпичные";2019;4;Жилое помещение;84.400001;01.07.2025;42500000;рубль;ДКП;503554.496403383
1;40288565000;78;;;78:07:0003212;Петровский;Помещения;"Монолитные;Из прочих материалов;Кирпичные";2019;8;Жилое помещение;36.300001;01.07.2025;20000000;рубль;ДКП;550964.172149747
1;40288566000;78;;Санкт-Петербург;78:07:0003200;Большая Зеленина;Помещения;Смешанные;2019;4;Жилое помещение;122.400001;01.07.2025;77000000;рубль;ДКП;629084.962180678
1;40288566000;78;;;78:07:0003200;Большая Зеленина;Помещения;Смешанные;2019;4;Жилое помещение;62.300001;01.07.2025;27500000;рубль;ДКП;441412.512978932
1;40288566000;78;;;78:07:0003247;Эсперова;Помещения;Монолитные;2020;3;Жилое помещение;137.100001;01.07.2025;65000000;рубль;ДКП;474106.488153855
1;40288563000;78;;;78:07:0307701;Рентгена;Помещения;"Железобетонные;Монолитные";2021;3;Жилое помещение;101.600001;01.07.2025;54500000;рубль;ДКП;536417.317554948
1;40288565000;78;муниципальный округ округ Петровский;;78:07:0003212;Петровский;Помещения;Из прочих материалов;2021;3;Жилое помещение;76.600001;01.07.2025;48000000;рубль;ДКП;626631.845605328
1;40288565000;78;муниципальный округ округ Петровский;;78:07:0003212;Петровский;Помещения;Из прочих материалов;2021;4;Жилое помещение;79.800001;01.07.2025;35000000;рубль;ДКП;438596.485731874
2;40288565000;78;муниципальный округ округ Петровский;;78:07:0003212;Петровский;Помещения;Из прочих материалов;2021;5;Жилое помещение;191.900001;01.07.2025;98650719;рубль;ДКП;514073.572099669
4;40288565000;78;муниципальный округ округ Петровский;;78:07:0003212;Петровский;Помещения;Из прочих материалов;2021;6;Жилое помещение;453.100001;01.07.2025;181600000;рубль;ДКП;400794.52571001
2;40288565000;78;муниципальный округ округ Петровский;;78:07:0003212;Петровский;Помещения;Из прочих материалов;2021;7;Жилое помещение;165.800001;01.07.2025;68605676;рубль;ДКП;413785.739361968
2;40288565000;78;муниципальный округ округ Петровский;;78:07:0003212;Петровский;Помещения;Из прочих материалов;2021;8;Жилое помещение;177.900001;01.07.2025;82458442;рубль;ДКП;463510.070469308
1;40288565000;78;;;78:07:0003189;Петровский;Помещения;Монолитные;2021;1;Жилое помещение;61.300001;01.07.2025;20000000;рубль;ДКП;326264.268739572
1;40288566000;78;;;78:07:0003197;Адмирала Лазарева;Помещения;"Монолитные;Железобетонные";2021;1;Жилое помещение;55.600001;01.07.2025;45000000;рубль;ДКП;809352.503428912
1;40288566000;78;;;78:07:0003197;Адмирала Лазарева;Помещения;"Монолитные;Железобетонные";2021;6;Жилое помещение;58.100001;01.07.2025;50000000;рубль;ДКП;860585.183122458
1;40288566000;78;;;78:07:0003197;Адмирала Лазарева;Помещения;"Монолитные;Железобетонные";2021;8;Жилое помещение;156.600001;01.07.2025;181300000;рубль;ДКП;1157726.68481656
1;40288566000;78;;;78:07:0003198;Адмирала Лазарева;Помещения;"Кирпичные;Монолитные;Из мелких бетонных блоков";2021;3;Жилое помещение;123.100001;01.07.2025;30551984;рубль;ДКП;248188.332671094
3;40288565000;78;муниципальный округ округ Петровский;;78:07:0003189;Петровский;Помещения;Монолитные;2022;2;Жилое помещение;370.800001;01.07.2025;164908152.45;рубль;ДКП;444736.11651905
2;40288565000;78;муниципальный округ округ Петровский;;78:07:0003189;Петровский;Помещения;Монолитные;2022;7;Жилое помещение;182.800001;01.07.2025;99000000;рубль;ДКП;541575.48937869
1;40288565000;78;муниципальный округ округ Петровский;;78:07:0003189;Петровский;Помещения;Монолитные;2022;8;Жилое помещение;173.200001;01.07.2025;82309512;рубль;ДКП;475228.126586443
2;40288565000;78;муниципальный округ округ Петровский;;78:07:0321201;Петровская;Помещения;Из прочих материалов;2022;2;Жилое помещение;259.800001;01.07.2025;99031658;рубль;ДКП;381184.209464264
2;40288565000;78;муниципальный округ округ Петровский;;78:07:0321201;Петровская;Помещения;Из прочих материалов;2022;3;Жилое помещение;253.300001;01.07.2025;111732834;рубль;ДКП;441108.69940344
2;40288565000;78;муниципальный округ округ Петровский;;78:07:0321201;Петровская;Помещения;Из прочих материалов;2022;6;Жилое помещение;192.700001;01.07.2025;84314033;рубль;ДКП;437540.386935442
2;40288565000;78;муниципальный округ округ Петровский;;78:07:0321201;Петровская;Помещения;Из прочих материалов;2022;7;Жилое помещение;371.400001;01.07.2025;151152618;рубль;ДКП;406980.661262842
1;40288565000;78;;;78:07:0003212;Петровский;Помещения;"Кирпичные;Монолитные";2022;1;Жилое помещение;37.700001;01.07.2025;13574534;рубль;ДКП;360067.205303257
2;40288565000;78;;;78:07:0003212;Петровский;Помещения;"Кирпичные;Монолитные";2022;2;Жилое помещение;180.600001;01.07.2025;75000000;рубль;ДКП;415282.389727119
2;40288565000;78;;;78:07:0003212;Петровский;Помещения;"Кирпичные;Монолитные";2022;3;Жилое помещение;177.700001;01.07.2025;72180000;рубль;ДКП;406190.205930275
1;40288565000;78;;;78:07:0003212;Петровский;Помещения;"Кирпичные;Монолитные";2022;4;Жилое помещение;40.400001;01.07.2025;16725600;рубль;ДКП;413999.989752476
1;40288565000;78;;;78:07:0003212;Петровский;Помещения;"Кирпичные;Монолитные";2022;5;Жилое помещение;114.000001;01.07.2025;65300000;рубль;ДКП;572807.012519237
1;40288565000;78;;;78:07:0003212;Петровский;Помещения;"Кирпичные;Монолитные";2022;6;Жилое помещение;66.200001;01.07.2025;24099900;рубль;ДКП;364046.822295365
2;40288565000;78;;;78:07:0003212;Петровский;Помещения;"Кирпичные;Монолитные";2022;8;Жилое помещение;122.100001;01.07.2025;47497000;рубль;ДКП;389000.815814899
1;40288566000;78;муниципальный округ Чкаловское;;78:07:0003201;Барочная;Помещения;Монолитные;2022;8;Жилое помещение;95.000001;01.07.2025;35114341.37;рубль;ДКП;369624.642109214
4;40288565000;78;муниципальный округ округ Петровский;;78:07:0321202;Петровская;Помещения;"Кирпичные;Монолитные";2023;1;Жилое помещение;219.800001;01.07.2025;87753000;рубль;ДКП;399240.216563966
2;40288565000;78;муниципальный округ округ Петровский;;78:07:0321202;Петровская;Помещения;"Кирпичные;Монолитные";2023;3;Жилое помещение;265.800001;01.07.2025;122700000;рубль;ДКП;461625.280430304
1;40288565000;78;муниципальный округ округ Петровский;;78:07:0321202;Петровская;Помещения;"Кирпичные;Монолитные";2023;4;Жилое помещение;53.100001;01.07.2025;23322773.26;рубль;ДКП;439223.593611608
1;40288565000;78;;;78:07:0003212;Петровский;Помещения;"Монолитные;Кирпичные;Из прочих материалов";2023;1;Жилое помещение;78.600001;01.07.2025;42000000;рубль;ДКП;534351.138239807
3;40288565000;78;;;78:07:0003212;Петровский;Помещения;"Монолитные;Кирпичные;Из прочих материалов";2023;2;Жилое помещение;224.400001;01.07.2025;84534450;рубль;ДКП;376713.23361536
2;40288565000;78;;;78:07:0003212;Петровский;Помещения;"Монолитные;Кирпичные;Из прочих материалов";2023;3;Жилое помещение;205.500001;01.07.2025;69640074;рубль;ДКП;338881.137037075
5;40288565000;78;;;78:07:0003212;Петровский;Помещения;"Монолитные;Кирпичные;Из прочих материалов";2023;4;Жилое помещение;362.100001;01.07.2025;179005500;рубль;ДКП;494353.768311644
2;40288565000;78;;;78:07:0003212;Петровский;Помещения;"Монолитные;Кирпичные;Из прочих материалов";2023;5;Жилое помещение;97.800001;01.07.2025;47200000;рубль;ДКП;482617.581977325
1;40288565000;78;;;78:07:0003212;Петровский;Помещения;"Монолитные;Кирпичные;Из прочих материалов";2023;6;Жилое помещение;82.500001;01.07.2025;33783750;рубль;ДКП;409499.995036364
3;40288565000;78;;;78:07:0003212;Петровский;Помещения;"Монолитные;Кирпичные;Из прочих материалов";2023;7;Жилое помещение;181.500001;01.07.2025;80185941;рубль;ДКП;441795.815747681
2;40288565000;78;;;78:07:0003212;Петровский;Помещения;"Монолитные;Кирпичные;Из прочих материалов";2023;8;Жилое помещение;120.700001;01.07.2025;63981500;рубль;ДКП;530086.988151723
1;40288566000;78;муниципальный округ Чкаловское;;78:07:0003163;Лодейнопольская;Помещения;"Монолитные;Каменные";2023;3;Жилое помещение;41.600001;01.07.2025;17000000;рубль;ДКП;408653.836330437
2;40288566000;78;муниципальный округ Чкаловское;;78:07:0003163;Лодейнопольская;Помещения;"Монолитные;Каменные";2023;9;Жилое помещение;188.800001;01.07.2025;97235380;рубль;ДКП;515017.899814524
2;40288566000;78;муниципальный округ Чкаловское;;78:07:0003168;Реки Карповки;Помещения;Монолитные;2023;2;Жилое помещение;214.900001;01.07.2025;117238550;рубль;ДКП;545549.322728947
3;40288566000;78;муниципальный округ Чкаловское;;78:07:0003168;Реки Карповки;Помещения;Монолитные;2023;3;Жилое помещение;314.500001;01.07.2025;171209650;рубль;ДКП;544386.802720551
2;40288566000;78;муниципальный округ Чкаловское;;78:07:0003168;Реки Карповки;Помещения;Монолитные;2023;4;Жилое помещение;125.400001;01.07.2025;59179000;рубль;ДКП;471921.846316413
2;40288566000;78;муниципальный округ Чкаловское;;78:07:0003168;Реки Карповки;Помещения;Монолитные;2023;5;Жилое помещение;256.300001;01.07.2025;131315039;рубль;ДКП;512348.960154706
6;40288566000;78;муниципальный округ Чкаловское;;78:07:0003168;Реки Карповки;Помещения;Монолитные;2023;6;Жилое помещение;533.300001;01.07.2025;316747800;рубль;ДКП;593939.245089182
3;40288566000;78;муниципальный округ Чкаловское;;78:07:0003168;Реки Карповки;Помещения;Монолитные;2023;7;Жилое помещение;275.100001;01.07.2025;198693522;рубль;ДКП;722259.25582603
1;40288566000;78;муниципальный округ Чкаловское;;78:07:0003168;Реки Карповки;Помещения;Монолитные;2023;8;Жилое помещение;76.200001;01.07.2025;47000000;рубль;ДКП;616797.892168007
1;40288563000;78;муниципальный округ Посадский;;78:07:0003028;Чапаева;Помещения;Из прочих материалов;2024;1;Жилое помещение;96.200001;01.07.2025;33104084;рубль;ДКП;344117.293720194
2;40288563000;78;муниципальный округ Посадский;;78:07:0003028;Чапаева;Помещения;Из прочих материалов;2024;2;Жилое помещение;145.600001;01.07.2025;61078900;рубль;ДКП;419497.936679272
4;40288563000;78;муниципальный округ Посадский;;78:07:0003028;Чапаева;Помещения;Из прочих материалов;2024;3;Жилое помещение;317.600001;01.07.2025;121913824;рубль;ДКП;383859.646146538
1;40288563000;78;муниципальный округ Посадский;;78:07:0003028;Чапаева;Помещения;Из прочих материалов;2024;4;Жилое помещение;45.100001;01.07.2025;18215500;рубль;ДКП;403891.343594427
4;40288563000;78;муниципальный округ Посадский;;78:07:0003028;Чапаева;Помещения;Из прочих материалов;2024;5;Жилое помещение;329.700001;01.07.2025;133573326;рубль;ДКП;405135.958734802
1;40288563000;78;муниципальный округ Посадский;;78:07:0003028;Чапаева;Помещения;Из прочих материалов;2024;8;Жилое помещение;104.100001;01.07.2025;43818600;рубль;ДКП;420927.949846994
1;40288565000;78;муниципальный округ округ Петровский;;78:07:0003189;Петровский;Помещения;Монолитные;2024;1;Жилое помещение;75.800001;01.07.2025;26006293;рубль;ДКП;343090.932149196
2;40288565000;78;муниципальный округ округ Петровский;;78:07:0003189;Петровский;Помещения;Монолитные;2024;4;Жилое помещение;248.700001;01.07.2025;101300000;рубль;ДКП;407318.052242388
1;40288565000;78;муниципальный округ округ Петровский;;78:07:0003189;Петровский;Помещения;Монолитные;2024;5;Жилое помещение;43.200001;01.07.2025;17700000;рубль;ДКП;409722.212737912
2;40288565000;78;муниципальный округ округ Петровский;;78:07:0003189;Петровский;Помещения;Монолитные;2024;7;Жилое помещение;101.600001;01.07.2025;46729440;рубль;ДКП;459935.428543943
1;40288565000;78;муниципальный округ округ Петровский;;78:07:0003189;Петровский;Помещения;Монолитные;2024;8;Жилое помещение;22.900001;01.07.2025;13348603;рубль;ДКП;582908.402493083
3;40288565000;78;муниципальный округ округ Петровский;;78:07:0003189;Петровский;Помещения;Монолитные;2024;9;Жилое помещение;112.400001;01.07.2025;57347631;рубль;ДКП;510210.235674286
1;40288565000;78;муниципальный округ округ Петровский;;78:07:0315202;Ремесленная;Помещения;"Монолитные;Кирпичные;Из мелких бетонных блоков";2024;1;Жилое помещение;45.500001;01.07.2025;17797442;рубль;ДКП;391152.562831812
2;40288565000;78;муниципальный округ округ Петровский;;78:07:0315202;Ремесленная;Помещения;"Монолитные;Кирпичные;Из мелких бетонных блоков";2024;2;Жилое помещение;101.500001;01.07.2025;34600000;рубль;ДКП;340886.6961489
3;40288565000;78;муниципальный округ округ Петровский;;78:07:0315202;Ремесленная;Помещения;"Монолитные;Кирпичные;Из мелких бетонных блоков";2024;3;Жилое помещение;93.900001;01.07.2025;35925000;рубль;ДКП;382587.855350502
1;40288565000;78;муниципальный округ округ Петровский;;78:07:0315202;Ремесленная;Помещения;"Монолитные;Кирпичные;Из мелких бетонных блоков";2024;4;Жилое помещение;51.400001;01.07.2025;19841418;рубль;ДКП;386019.797937358
6;40288565000;78;муниципальный округ округ Петровский;;78:07:0315202;Ремесленная;Помещения;"Монолитные;Кирпичные;Из мелких бетонных блоков";2024;5;Жилое помещение;270.400001;01.07.2025;110191721;рубль;ДКП;407513.759587597
5;40288565000;78;муниципальный округ округ Петровский;;78:07:0315202;Ремесленная;Помещения;"Монолитные;Кирпичные;Из мелких бетонных блоков";2024;6;Жилое помещение;202.100001;01.07.2025;81174862;рубль;ДКП;401656.910432178
